,Diplome,Entreprise,Experience,Technologies,Ville,Metier
3967,master,Civis Analytics,2.0,"['MongoDB', 'SQL', 'Docker']",Toulouse,0
1260,bachelor,Ball Aerospace,2.0,"['Excel', 'VBA', 'R']",Lille,2
6828,phd,EXL,1.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Bordeaux,1
2348,master,Ball Aerospace,0.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Marseille,1
1885,phd,Wayfair,3.0,"['SQL', 'R', 'Python', '', 'Big data']",Lille,3
128,master,The Boston Consulting Group,4.0,"['Java', 'Hadoop', 'HDFS', 'Yarn']",Paris,1
1795,master,S&P GLOBAL MARKET INTELLIGENCE,2.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Strasbourg,2
3938,phd,"Eurofins Lancaster Laboratories Professional Scientific Services, LLC",1.0,"['R', 'machine learning', 'Excel', 'VBA']",Lyon,2
1054,phd,Broad Institute,1.0,"['Excel', 'Python', 'Matlab', 'R', 'machine learning', 'anglais']",Rennes,2
8527,phd,Asuragen,1.0,"['SQL', 'R', 'Python', '', 'Big data']",Nantes,2
110,bachelor,Slalom Consulting,2.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Bordeaux,2
1257,master,Ball Aerospace,1.0,"['Python', 'Microsoft Azure', 'R', 'SQL']",Lyon,2
5201,master,Newton Colmore Consulting Ltd,0.0,"['Excel', 'Python', 'Matlab', 'R', 'machine learning', 'anglais']",Paris,2
8779,msc,MGH & BWH Center for Clinical Data Science,1.0,"['SPSS', 'SQL', 'Teradata', 'R', 'Python', 'Tensorflow', 'scikit-learn']",Lyon,2
9516,master,Howard Hughes Medical Institute,9.0,"['C', 'C++', 'Java', 'Python']",Lyon,0
7758,bachelor,JP Morgan Chase,3.0,"['SQL', 'R', 'Python', '', 'Big data']",Lyon,2
2833,no diploma,"Transworld Systems, Inc. (TSI)",1.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Strasbourg,1
1541,master,Northside Hospital,9.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Lyon,0
7478,msc,NOKIA,2.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Lyon,2
6530,phd,NOKIA,1.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Marseille,2
8462,phd,Ball Aerospace,5.0,"['Map-Reduce', 'HDFS', 'PIG', 'HBASE', 'Python', 'Cassandra']",Paris,1
2699,phd,William Blair & Company,5.0,"['Excel', 'VBA', 'R']",Bordeaux,2
7627,bachelor,KPMG,0.0,"['Python', 'Spark', 'GNU', 'Linux']",Strasbourg,1
7504,master,Ball Aerospace,3.0,"['Java', 'Hadoop', 'HDFS', 'Yarn']",Lyon,1
1400,bachelor,Jacobs,2.0,"['Matlab', 'C', 'C++', 'Python', 'Scikit-learn']",Lyon,2
6151,master,Ball Aerospace,4.0,"['Python', 'Java', 'Linux', 'GNU']",Toulouse,1
6949,phd,ServiceNow,1.0,"['R', 'machine learning', 'Excel', 'VBA']",Nantes,2
5941,msc,Neuberger Berman,1.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Marseille,1
9482,master,Codiak BioSciences,0.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Lille,2
6510,bachelor,Ball Aerospace,8.0,"['Spark', 'Python']",Rouen,0
4544,master,Wayfair,0.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Lille,2
2970,no diploma,Ball Aerospace,2.0,"['Java', 'Hadoop', 'HDFS', 'Yarn']",Strasbourg,1
7451,phd,Ball Aerospace,1.0,"['Excel', 'VBA', 'R']",Bordeaux,2
3703,msc,Ball Aerospace,2.0,"['Python', 'Java', 'Linux', 'GNU']",Paris,1
1301,master,ERPi,1.0,"['Hadoop', 'Hive', 'SQL', 'MariaDB']",Lyon,1
6228,phd,Newton Colmore Consulting Ltd,2.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Lyon,3
3334,no diploma,Schireson,3.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Marseille,0
1685,no diploma,Northeastern University,3.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Nantes,0
8715,master,Takeda Pharmaceutical,4.0,"['Java', 'C', 'C++', 'R', 'Python']",Lille,3
3459,msc,TD Securities,1.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Nice,2
7320,master,xentity corporation,3.0,"['Python', 'R', 'Spark', 'Hadoop', 'SQL']",Paris,2
8052,master,Inari Agriculture,2.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Strasbourg,2
1016,no diploma,Ball Aerospace,0.0,"['Python', 'Spark', 'Hive', 'Hadoop']",Marseille,0
1263,master,GreenSky,3.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Lyon,3
4893,msc,Ball Aerospace,1.0,"['MongoDB', 'MariaDB', 'Python', 'Docker']",Paris,1
2506,msc,Harvard University,2.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Lyon,1
7801,msc,Amazon.com,8.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Lyon,2
3575,master,Vertex,2.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Toulouse,1
7355,master,Growth Technical Staffing,1.0,"['MongoDB', 'MariaDB', 'Python', 'Docker']",Marseille,1
7156,bachelor,KPMG,0.0,"['C', 'C++', 'Java', 'Python']",Marseille,0
2109,no diploma,Ball Aerospace,1.0,"['Cassandra', 'MongoDB', 'NoSQL', 'AWS']",Lille,0
7384,msc,Siemens,3.0,"['Hadoop(HDFS)', 'Elasticsearch']",Marseille,0
8250,no diploma,Booz Allen Hamilton,0.0,"['ORACLE', 'Java', 'MySQL', 'Linux']",Nantes,1
9371,no diploma,Verisk Analytics,9.0,"['ORACLE', 'Java', 'MySQL', 'Linux']",Lyon,1
1394,master,Brigham & Women's Hospital(BWH),1.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Toulouse,0
1030,master,Google,2.0,"['Excel', 'VBA', 'R']",Lille,3
8477,master,Jacobs,3.0,"['SQL', 'R', 'Python', '', 'Big data']",Toulouse,2
9290,master,Georgia Tech Research Institute,4.0,"['VBA', 'Python', 'Excel', 'R']",Lille,3
6231,phd,Ball Aerospace,3.0,"['Matlab', 'Python', 'C++', 'numpy', 'Tensorflow', 'scikit-learn']",Paris,3
6345,master,The Marketing Store,1.0,"['Python', 'Pyspark', 'machine learning', 'Microsoft Azure']",Paris,2
1857,msc,Heart Rhythm Society (HRS),0.0,"['R', 'machine learning', 'Excel', 'VBA']",Grenoble,2
7713,bachelor,Harnham,3.0,"['Elasticsearch', 'Kibana', 'Redshift']",Lyon,0
8860,bsc,Google,3.0,"['SQL', 'R', 'Python', '', 'Big data']",Lyon,2
1512,master,Panjiva,1.0,"['Excel', 'VBA', 'R', 'Python', 'PySpark']",Lille,2
5805,master,Thor Life Sciences,2.0,"['SPSS', 'Excel', 'SAS', 'R', 'machine learning', 'AI', 'Scoring']",Toulouse,2
6416,master,Tempus,0.0,"['Python', 'Spark', 'Hive', 'Hadoop']",Paris,0
4450,master,Kintai Therapeutics,3.0,"['Java', 'C', 'C++', 'R', 'Python']",Paris,2
7162,master,Cotiviti,1.0,"['Python', 'Spark', 'GNU', 'Linux']",Nice,1
8917,msc,"Carters, Inc",6.0,"['Python', 'Spark', 'Hive', 'Hadoop']",Marseille,0
6309,msc,FrameWorks Institute,0.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Lyon,0
8558,phd,Fox Networks Digital Consumer Group,3.0,"['Python', 'Pyspark', 'machine learning', 'Microsoft Azure']",Paris,2
1543,master,Ball Aerospace,2.0,"['SQL', 'R', 'Python', '', 'Big data']",Grenoble,2
3801,master,PPD,2.0,"['R', 'machine learning', 'Excel', 'VBA']",Rennes,2
876,bachelor,AMERICAN CANCER SOCIETY,1.0,"['C', 'C++', 'Java', 'Python']",Strasbourg,0
6588,msc,Thermo Fisher Scientific,2.0,"['Matlab', 'Python', 'Pyspark', 'Scikit-learn', 'Tensorflow']",Paris,2
6305,phd,Physical Sciences Inc.,3.0,"['Python', 'R', 'Spark', 'Hadoop', 'SQL']",Lyon,2
2597,master,Year Up,2.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Lyon,3
2297,master,TrueMotion,5.0,"['Excel', 'Python', 'Matlab', 'R', 'machine learning', 'anglais']",Paris,2
9232,master,Harnham,2.0,"['Python', 'R', 'Spark', 'Hadoop', 'SQL']",Paris,2
4081,master,University of Texas at Austin,2.0,"['Spark', 'Python']",Paris,0
7124,master,Ball Aerospace,1.0,"['SQL', 'R', 'Python', '', 'Big data']",Paris,2
884,no diploma,KNIME,4.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Marseille,3
7299,master,Ball Aerospace,3.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Lyon,0
490,msc,Trunk Club,1.0,"['Java', 'Linux', 'GNU', 'Docker']",Grenoble,1
1401,msc,Amazon.com,1.0,"['SQL', 'R', 'Python', '', 'Big data']",Strasbourg,2
2221,master,S&P Global,5.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Lille,3
6169,master,Jacobs,5.0,"['Python', 'Java', 'Scala', 'MongoDB']",Montpellier,0
339,bachelor,Cabot Corporation,2.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Marseille,3
5238,bachelor,Arm,0.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Paris,0
822,phd,Capgemini,6.0,"['R', 'Python', 'SQL', 'NoSQL', 'MongoDB']",Paris,2
492,phd,Ball Aerospace,4.0,"['MongoDB', 'MariaDB', 'Python', 'Docker']",Lyon,1
665,no diploma,Ball Aerospace,5.0,"['ORACLE', 'Java', 'MySQL', 'Linux']",Marseille,1
6471,no diploma,The Intersect Group,1.0,"['MariaDB', 'MongoDB', 'NoSQ', 'SQL', 'Hadoop', 'Hive']",Marseille,1
8268,master,Ardent Eagle Solutions,0.0,"['Java', 'Linux', 'GNU', 'Docker']",Toulouse,1
5086,master,Georgia Tech Research Institute,1.0,"['Matlab', 'Python', 'Pyspark', 'Scikit-learn', 'Tensorflow']",Bordeaux,3
3642,master,Ball Aerospace,0.0,"['Python', 'R', 'Spark', 'Hadoop', 'SQL']",Marseille,2
327,master,ZestFinance,2.0,"['C', 'C++', 'Java', 'Python', 'Linux']",Paris,1
2206,phd,Hearts and Science,5.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Rouen,2
139,bachelor,Fidelity Investments,1.0,"['SQL', 'R', 'Python', '', 'Big data']",Lyon,3
8258,master,Ball Aerospace,3.0,"['Python', 'Pyspark', 'Spark']",Lyon,1
2622,master,AP Staffing,0.0,"['Hadoop(HDFS)', 'Elasticsearch']",Strasbourg,0
5898,phd,B3 Group Inc,4.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Marseille,1
3666,msc,Ball Aerospace,3.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Montpellier,3
250,no diploma,M.Gemi,3.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Lyon,0
4438,no diploma,Ball Aerospace,7.0,"['MariaDB', 'MongoDB', 'NoSQ', 'SQL', 'Hadoop', 'Hive']",Rennes,1
5345,phd,Ball Aerospace,3.0,"['Excel', 'VBA', 'R']",Toulon,2
2821,phd,KPMG,0.0,"['Java', 'Linux', 'GNU', 'Docker']",Lyon,1
3720,bachelor,Georgia Tech Research Institute,1.0,"['Python', 'Tensorflow', 'R', 'Big data']",Marseille,2
3546,no diploma,Ball Aerospace,1.0,"['Python', 'Pyspark', 'Spark']",Lyon,1
4020,master,Ball Aerospace,2.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Nice,2
6417,msc,Civis Analytics,1.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Lyon,1
2390,msc,ICF,2.0,"['Excel', 'Python', 'Matlab', 'R', 'machine learning', 'anglais']",Nantes,2
4888,bachelor,McKinsey & Company,4.0,"['Elasticsearch', 'Kibana', 'Redshift']",Bordeaux,0
4007,master,Ball Aerospace,0.0,"['Linux', 'Python', 'Hadoop', 'Perl', 'Ruby']",Paris,1
1000,master,Solid Biosciences,2.0,"['C', 'C++', 'Java', 'Python']",Paris,2
2628,phd,BuzzFeed,2.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Lyon,2
4537,master,Delve,1.0,"['Python', 'Java', 'Linux', 'GNU']",Lille,1
2837,phd,Broad Institute,2.0,"['R', 'machine learning', 'Excel', 'VBA']",Nice,2
5398,master,BMW North America,1.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Paris,2
9118,master,Ball Aerospace,1.0,"['Java', 'Linux', 'GNU', 'Docker']",Lyon,1
3360,master,Wayfair,2.0,"['SQL', 'R', 'Python', '', 'Big data']",Lyon,2
9281,master,Ball Aerospace,2.0,"['Python', 'R', 'Spark', 'Hadoop', 'SQL']",Lyon,3
2583,master,Jacobs,4.0,"['MongoDB', 'SQL', 'Docker']",Paris,0
5115,master,Ball Aerospace,7.0,"['Java', 'Python', 'Linux']",Toulouse,0
5012,phd,Newmark Knight Frank,1.0,"['Elasticsearch', 'Kibana', 'Redshift']",Paris,0
8510,master,Resource Technology Partners,0.0,"['MariaDB', 'MongoDB', 'NoSQ', 'SQL', 'Hadoop', 'Hive']",Lyon,1
7526,master,The Climate Corporation,0.0,"['C', 'C++', 'Java', 'Python', 'Linux']",Lyon,1
7323,master,Ball Aerospace,2.0,"['Python', 'Pyspark', 'machine learning', 'Microsoft Azure']",Toulouse,3
43,phd,Amazon.com,0.0,"['R', 'machine learning', 'Excel', 'VBA']",Lyon,2
7910,bachelor,Amazon.com,1.0,"['Python', 'Spark', 'Hive', 'Hadoop']",Rouen,0
9492,master,Amazon.com,1.0,"['Excel', 'VBA', 'R', 'Python', 'PySpark']",Bordeaux,3
447,msc,BitSight,1.0,"['Python', 'Tensorflow', 'R', 'Big data']",Lyon,2
8500,phd,Ball Aerospace,2.0,"['Python', 'R', 'Spark', 'Hadoop', 'SQL']",Toulouse,2
2128,msc,Amazon.com,1.0,"['Excel', 'VBA', 'R']",Lille,2
270,master,Ball Aerospace,4.0,"['Java', 'Linux', 'GNU', 'Docker']",Lille,1
4366,bachelor,NORC at the University of Chicago,2.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Nantes,1
8631,master,Ball Aerospace,2.0,"['SQL', 'R', 'Python', '', 'Big data']",Lille,2
9238,bsc,Ball Aerospace,1.0,"['Cassandra', 'MongoDB', 'NoSQL', 'AWS']",Nice,0
511,master,Ball Aerospace,3.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Toulon,2
4571,msc,Brad's Deals,0.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Toulouse,2
4628,master,Ball Aerospace,3.0,"['Docker', 'GNU', 'Windows', 'Linux', 'Python']",Marseille,0
6467,phd,Emory Healthcare,6.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Lyon,2
1323,phd,DELL,2.0,"['SQL', 'R', 'Python', '', 'Big data']",Paris,3
4989,master,Lumere,2.0,"['Python', 'R', 'machine learning', 'Excel', 'VBA', 'C++']",Lyon,2
2871,msc,Ball Aerospace,4.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Paris,3
8262,bachelor,HDR,4.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Nice,2
4363,master,GreenSky,3.0,"['VBA', 'Python', 'Excel', 'R']",Marseille,2
3557,master,Burns & McDonnell,1.0,"['Python', 'Spark', 'GNU', 'Linux']",Lille,1
4329,msc,Analytic Recruiting,2.0,"['MongoDB', 'SQL', 'Docker']",Nice,0
1286,phd,Amazon.com,1.0,"['Python', 'R', 'Spark', 'Hadoop', 'SQL']",Rouen,2
4093,master,GSI Service Group Inc,2.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Lille,3
6426,phd,Ball Aerospace,3.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Lyon,2
1987,no diploma,Ball Aerospace,0.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Bordeaux,0
6160,master,Dana-Farber Cancer Institute,3.0,"['Java', 'Linux', 'Docker']",Rouen,0
2845,phd,Locke Careers,1.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Strasbourg,0
4383,phd,Concentric Marketing,0.0,"['R', 'machine learning', 'Excel', 'VBA']",Marseille,2
3139,msc,Ball Aerospace,2.0,"['C', 'C++', 'Java', 'Python']",Paris,2
4829,master,Black & Veatch,1.0,"['Matlab', 'C', 'C++', 'Python', 'Scikit-learn']",Lille,3
2950,phd,Wayfair,2.0,"['Java', 'C', 'C++', 'R', 'Python']",Toulouse,3
512,no diploma,Leidos,3.0,"['MariaDB', 'MongoDB', 'NoSQ', 'SQL', 'Hadoop', 'Hive']",Marseille,1
7934,master,Biogen,7.0,"['SQL', 'R', 'Python', '', 'Big data']",Strasbourg,2
810,phd,Neon Therapeutics,0.0,"['Matlab', 'Python', 'Pyspark', 'Scikit-learn', 'Tensorflow']",Marseille,2
2021,master,"Decibel Therapeutics, Inc.",2.0,"['SPSS', 'SQL', 'Teradata', 'R', 'Python', 'Tensorflow', 'scikit-learn']",Rennes,2
8519,phd,Ball Aerospace,1.0,"['Elasticsearch', 'Kibana', 'Redshift']",Lille,0
6081,bachelor,Ball Aerospace,0.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Paris,0
8607,phd,McKesson,0.0,"['SQL', 'R', 'Python', '', 'Big data']",Marseille,2
1679,no diploma,Ball Aerospace,4.0,"['Map-Reduce', 'HDFS', 'PIG', 'HBASE', 'Python', 'Cassandra']",Bordeaux,1
815,phd,Ball Aerospace,3.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Paris,3
4924,msc,CDM Smith,1.0,"['Python', 'Microsoft Azure', 'R', 'SQL']",Marseille,3
3309,master,Massachusetts General Hospital(MGH),2.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Marseille,2
3625,phd,Ball Aerospace,3.0,"['Python', 'Microsoft Azure', 'R', 'SQL']",Rennes,2
9445,no diploma,Ball Aerospace,4.0,"['Elasticsearch', 'Kibana', 'Redshift']",Toulon,0
8334,master,Biogen,0.0,"['R', 'Python', 'Spark', 'Pycharm', 'SAS', 'SQL']",Marseille,2
279,master,Heed Foods,2.0,"['Python', 'Tensorflow', 'R', 'Big data']",Paris,2
5940,master,Amgen,1.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Rennes,2
8290,master,DRW Trading Group,2.0,"['Cassandra', 'MongoDB', 'NoSQL', 'AWS']",Nice,0
7421,bachelor,Washington Metropolitan Area Transit Authority,1.0,"['Cassandra', 'MongoDB', 'NoSQL', 'AWS']",Paris,0
7831,no diploma,Ball Aerospace,8.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Lyon,3
2298,phd,23andMe,2.0,"['Matlab', 'C', 'C++', 'Python', 'Scikit-learn']",Marseille,2
7337,master,DigitasLBi,1.0,"['SPSS', 'Excel', 'SAS', 'R', 'machine learning', 'AI', 'Scoring']",Toulouse,2
2403,bachelor,Ball Aerospace,3.0,"['ORACLE', 'Java', 'MySQL', 'Linux']",Lyon,1
4971,no diploma,IFPRI (International Food Policy Research Institute),2.0,"['Python', 'Pyspark', 'machine learning', 'Microsoft Azure']",Lyon,2
6515,no diploma,Ball Aerospace,0.0,"['Python', 'Java', 'Linux', 'GNU']",Bordeaux,1
3881,master,CSRA,1.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Marseille,0
7660,phd,MFS Investment Management,0.0,"['SQL', 'R', 'Python', '', 'Big data']",Marseille,2
3901,no diploma,"Advanced Technology Solutions, Inc",1.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Paris,0
3809,master,Initiative for a Competitive Inner City (ICIC),2.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Toulouse,0
7189,bachelor,Perficient,5.0,"['Spark', 'Python']",Paris,0
9325,master,Harvard University,2.0,"['Spark', 'Python', 'Scala']",Marseille,1
5979,master,Ball Aerospace,3.0,"['Hadoop', 'Hive', 'Vertica', 'Tableau']",Paris,0
3454,master,Riot Games,3.0,"['MongoDB', 'MariaDB', 'Python', 'Docker']",Paris,1
3827,msc,JD.com,0.0,"['Excel', 'VBA', 'R']",Marseille,2
6175,msc,Ball Aerospace,6.0,"['Python', 'AWS', 'Docker']",Lyon,0
9409,phd,Method Products,2.0,"['Python', 'Spark', 'GNU', 'Linux']",Paris,1
2912,master,Etiometry,0.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Paris,0
6987,phd,Ginkgo Bioworks,1.0,"['Matlab', 'Python', 'C++', 'numpy', 'Tensorflow', 'scikit-learn']",Rennes,2
4835,master,"Transworld Systems, Inc. (TSI)",1.0,"['C', 'C++', 'Java', 'Python']",Paris,0
8180,phd,Ball Aerospace,1.0,"['Python', 'Tensorflow', 'scikit-learn', 'Deep learning', 'R']",Toulouse,2
6793,master,Ball Aerospace,0.0,"['Elasticsearch', 'Kibana', 'Redshift']",Marseille,0
3274,phd,Weaver Consultants Group,1.0,"['Excel', 'VBA', 'R']",Paris,2
6986,master,Cogito Corporation,0.0,"['Java', 'Linux', 'GNU', 'Docker']",Lyon,1
4158,msc,Government of the District of Columbia,3.0,"['Python', 'Hadoop', 'Kafka', 'AWS']",Paris,0
1107,phd,Belcan Government Services,3.0,"['C', 'C++', 'Java', 'Python', 'Linux']",Lille,1
171,msc,Bank of America,0.0,"['VBA', 'Python', 'Excel', 'R']",Rennes,2
8929,master,ICF,1.0,"['MariaDB', 'MongoDB', 'NoSQ', 'SQL', 'Hadoop', 'Hive']",Marseille,1
6684,no diploma,MIT,8.0,"['Matlab', 'Python', 'C++', 'numpy', 'Tensorflow', 'scikit-learn']",Rouen,2
4293,master,Olympia Medical Center,4.0,"['Python', 'R', 'machine learning', 'Excel', 'VBA', 'C++']",Rouen,2
9380,bachelor,Ball Aerospace,1.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Lyon,0
5674,msc,"Summit Technologies, Inc.",1.0,"['MongoDB', 'MariaDB', 'Python', 'Docker']",Toulouse,1
8777,phd,Weill Cornell Medicine,0.0,"['SPSS', 'SQL', 'Teradata', 'R', 'Python', 'Tensorflow', 'scikit-learn']",Lyon,2
9205,master,Brigham & Women's Hospital(BWH),1.0,"['Python', 'Java', 'Scala', 'MongoDB']",Bordeaux,0
3866,master,R&D Partners,0.0,"['Python', 'Pyspark', 'Spark']",Nantes,1
309,master,Operation HOPE,1.0,"['R', 'machine learning', 'Excel', 'VBA']",Rouen,2
1827,phd,Resource Technology Partners,2.0,"['Python', 'R', 'Spark', 'Hadoop', 'SQL']",Marseille,2
4124,master,American Geophysical Union,3.0,"['Python', 'Java', 'Scala', 'MongoDB']",Paris,0
8350,msc,Google,2.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Lyon,1
8866,master,Natera,2.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Lille,3
1981,master,Unum Therapeutics,2.0,"['Excel', 'Python', 'Matlab', 'R', 'machine learning', 'anglais']",Paris,2
4914,no diploma,Autodesk,0.0,"['Hadoop', 'Hive', 'SQL', 'MariaDB']",Bordeaux,1
9120,bachelor,Ball Aerospace,1.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Lyon,3
1779,bachelor,Procter & Gamble,0.0,"['Spark', 'Python']",Lyon,0
6992,master,BNY Mellon,2.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Bordeaux,1
6114,phd,Sage Therapeutics,2.0,"['Matlab', 'C', 'C++', 'Python', 'Scikit-learn']",Bordeaux,2
111,msc,Ball Aerospace,3.0,"['Map-Reduce', 'HDFS', 'PIG', 'HBASE', 'Python', 'Cassandra']",Lille,1
1539,phd,Duff & Phelps Investment Management Company,3.0,"['Python', 'Pyspark', 'Spark']",Paris,1
8632,bachelor,Ball Aerospace,1.0,"['Java', 'AWS', 'Elasticsearch', 'Kibana']",Marseille,0
1758,master,HexaCorp,2.0,"['Python', 'Spark', 'GNU', 'Linux']",Lyon,1
7255,msc,Tremor,1.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Marseille,2
7111,msc,Guidehouse,1.0,"['Docker', 'PostgreSQL', 'Elasticsearch', 'Kibana', 'MongoDB']",Lille,1
8403,phd,General Electric,2.0,"['C++', 'R', 'Python', 'Matlab', 'Matplotlib']",Rennes,2
1538,bachelor,Invicro,0.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Paris,3
7403,no diploma,McKinsey & Company,1.0,"['MongoDB', 'MariaDB', 'Python', 'Docker']",Lyon,1
5261,bachelor,Boston Children's Hospital,6.0,"['Map-Reduce', 'HDFS', 'PIG', 'HBASE', 'Python', 'Cassandra']",Lille,1
4988,phd,Boston Children's Hospital,0.0,"['Excel', 'Python', 'Matlab', 'R', 'machine learning', 'anglais']",Toulon,2
970,master,Ball Aerospace,1.0,"['Excel', 'Python', 'Matlab', 'R', 'machine learning', 'anglais']",Marseille,2
8726,master,Google,2.0,"['SPSS', 'Excel', 'SAS', 'R', 'machine learning', 'AI', 'Scoring']",Marseille,2
8720,msc,"Kleinfelder, Inc.",3.0,"['R', 'Python', 'SQL', 'NoSQL', 'MongoDB']",Lyon,2
8979,master,QuantumBlack,0.0,"['SPSS', 'SQL', 'Teradata', 'R', 'Python', 'Tensorflow', 'scikit-learn']",Lyon,2
1188,no diploma,KPMG,2.0,"['VBA', 'Python', 'Excel', 'R']",Paris,2
7160,phd,HNTB Corporation,5.0,"['Java', 'Linux', 'GNU', 'Docker']",Paris,1
5230,bachelor,Ball Aerospace,0.0,"['Elasticsearch', 'Kibana', 'MongoDB']",Paris,1
6665,master,Neilson Financial Services,3.0,"['SPSS', 'Excel', 'SAS', 'R', 'machine learning', 'AI', 'Scoring']",Marseille,2
8580,master,Wholefoods,1.0,"['Spark', 'Python']",Strasbourg,0
9418,phd,"Jenzabar, Inc",1.0,"['C', 'C++', 'Java', 'Python']",Paris,2
2441,phd,Cognitive Scale,4.0,"['R', 'Python', 'Hadoop', 'Hive', 'SQL']",Lyon,3
5816,phd,Pray,1.0,"['Matlab', 'C', 'C++', 'Python', 'Scikit-learn']",Lyon,2
4173,bachelor,Heed Foods,0.0,"['R', 'machine learning', 'Excel', 'VBA']",Marseille,2
7708,master,Sanofi,0.0,"['Matlab', 'Python', 'C++', 'numpy', 'Tensorflow', 'scikit-learn']",Paris,2
5513,phd,Ball Aerospace,3.0,"['SPSS', 'SQL', 'Teradata', 'R', 'Python', 'Tensorflow', 'scikit-learn']",Toulouse,2
3504,master,The Home Depot,1.0,"['SAS', 'Teradata', 'SQL', 'R', 'Python', 'Machine learning', 'Anglais']",Toulouse,3
262,phd,Honda Research Institute USA,0.0,"['SQL', 'R', 'Python', '', 'Big data']",Toulon,2
198,phd,Ball Aerospace,2.0,"['Matlab', 'C', 'C++', 'Python', 'Scikit-learn']",Paris,3
8753,phd,Belcan Government Services,1.0,"['Hadoop(HDFS)', 'Elasticsearch']",Paris,0
